,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
312,0.0038881972,-0.12438943,-0.09782814,0.004411511,-0.07810489,-0.06982763,0.120508984,0.09118695,-0.10424785,0.041244242,-0.027153559,-0.08473825,-0.0130699985,0.029777177,-0.020078119,0.059932385,-0.053349882,0.08810051,0.06663044,0.14110357,-0.08929268,0.046070926,0.053222567,-0.1302472,0.02072687,-0.0019472726,0.018397175,0.07231785,-0.013564248,-0.027581349,0.14352411,0.032163,-0.6557159,0.0035437495,-0.021290705,0.036668405,-0.11903133,-0.06596954,0.08507889,0.08878869,-0.05016117,0.10316861,-0.018959016,-0.08066802,0.013926409,0.11671498,-0.14104901,0.029607566,-0.09478607,-0.052592352
326,0.014040187,-0.010353424,-0.00089036673,-0.0020025074,-0.011954514,-0.021480184,0.001541323,0.00948137,-0.029062346,-0.035165653,-0.038237125,0.0017733723,0.009027455,-0.011682384,-0.03742763,0.021958183,-0.017597571,-0.023573205,-0.026402064,0.0028227847,0.0004382059,-0.005337581,0.00581488,0.030004751,0.020322569,0.07016651,-0.008632064,0.007695146,-0.006033916,0.033349477,-0.0035966337,0.015292482,-1.3527163,0.040811546,-0.0125670135,0.09599006,0.0022799661,-0.0076403916,-0.027706064,0.013659097,-0.015205357,-0.022041284,0.04031369,0.024818357,-0.009873912,0.0006661713,0.02933438,-0.026959924,0.07676907,0.019560594
444,0.1069271,-0.06757306,0.083481275,0.085538335,0.108400166,0.013169687,-0.29409048,-0.10321367,0.04744649,-0.1575815,0.038288735,0.10050749,0.15047908,0.019784786,-0.08764665,0.054225747,-0.05491805,-0.24262004,-0.28820556,-0.003861444,0.022072412,0.0890103,-0.0080023855,0.08699277,0.05521306,0.07075594,-0.028514415,-0.19271213,-0.092362374,0.081968226,-0.045585014,-0.104975976,-1.4866102,0.3092705,0.08223642,0.3136059,0.31578276,0.05054505,-0.20338362,0.016714878,-0.12716785,-0.1561566,0.0021024644,0.21420519,-0.002067387,-0.07275307,0.19048132,-0.16532208,0.1408312,0.21922563
272,0.034482565,0.03448839,0.054664217,0.027440555,0.017637374,0.0074621253,-0.100961626,-0.023886621,0.0015355945,-0.087898225,-0.03176894,0.04362058,0.04230808,-0.0061278865,-0.053493407,0.0035471842,0.0027086735,-0.11301759,-0.11854871,-0.044280455,0.030106,0.017428383,-0.017408788,0.10186781,0.02906578,0.098538786,-0.031746984,-0.08014117,-0.021308783,0.080804445,-0.046805836,-0.007533498,-1.6945049,0.10375424,0.0034469739,0.15703881,0.09972779,0.054339923,-0.09388437,-0.019864969,-0.03203686,-0.08091123,0.030842215,0.1211792,-0.00796777,-0.059842035,0.11893111,-0.078130916,0.16111127,0.08447079
216,0.15209201,0.018739615,0.18316755,0.15479225,0.17063472,0.09602098,-0.4524135,-0.15477347,0.1015256,-0.23374122,0.054142985,0.17505622,0.19753307,0.0038085356,-0.100495294,0.01787227,-0.012073427,-0.37046927,-0.45505124,-0.10186978,0.08010607,0.096755,-0.05780907,0.20865174,0.074173056,0.11690457,-0.04709898,-0.36045358,-0.12260549,0.14675945,-0.115624025,-0.12437572,-1.9992281,0.4257813,0.12227659,0.42265105,0.48198152,0.156575,-0.2943232,-0.038659565,-0.16558717,-0.23664734,-0.0076755285,0.39330035,0.01280503,-0.175987,0.328454,-0.25935963,0.3005206,0.30919334
318,-0.043783218,0.049869865,0.020807326,-0.04760789,-0.0643571,-0.031670745,0.0673452,0.04252845,-0.04146322,-0.020441957,-0.08662846,-0.0069573745,-0.03045937,-0.011934899,-0.04309168,-0.025402315,0.035644114,0.035541773,0.06113714,-0.036108315,0.010871105,-0.019423388,0.005668223,0.08373965,-0.0021122247,0.1009897,-0.028520875,0.056521017,0.018115457,0.08044488,-0.015808538,0.044720042,-1.8998102,-0.076185316,-0.05462841,0.021930043,-0.09006157,0.022168942,-0.015598871,-0.0478246,0.04145414,-0.016151585,0.049249053,-0.022111401,0.0071567446,-0.030064091,0.019656884,0.005006641,0.122661754,-0.014192674
276,-0.38795573,0.0902737,-0.33692452,-0.45236683,-0.5577516,-0.2474098,1.2234105,0.53245777,-0.4294865,0.49602,-0.38777348,-0.40096632,-0.46668813,-0.075064264,0.14679928,-0.03596827,0.16772327,0.95234203,1.131295,0.18777964,-0.15260386,-0.30108136,0.09198822,-0.33118433,-0.13732763,-0.011912543,0.0912267,0.8594471,0.35907257,-0.1496304,0.2997679,0.52041394,-0.78125536,-1.0960836,-0.39341912,-0.73693955,-1.35491,-0.20682201,0.68692386,0.027449958,0.40917996,0.6333931,0.094870895,-0.8390967,-0.016796812,0.36659712,-0.7514672,0.5422162,-0.3136855,-0.78265816
16,0.13919777,-0.003798239,0.1528795,0.13420218,0.15989251,0.06179567,-0.41357192,-0.14174047,0.09760376,-0.22484691,0.0404177,0.14642435,0.19534522,0.00653518,-0.097137794,0.04024108,-0.03730458,-0.3425219,-0.40573967,-0.068994015,0.06680945,0.09815401,-0.03811848,0.17998981,0.07193386,0.10886265,-0.04095833,-0.30639094,-0.116760194,0.12996891,-0.102291845,-0.12947318,-1.8562366,0.39342967,0.11653769,0.39458627,0.44473118,0.11807618,-0.28061706,-0.018262506,-0.15883161,-0.23655161,-0.010793008,0.34398583,0.011746407,-0.14686121,0.30152607,-0.22300933,0.24604249,0.29375666
313,-0.2366424,-0.0028850734,-0.22138166,-0.26203105,-0.35601866,-0.18593626,0.76303303,0.3634227,-0.28626505,0.30805698,-0.23776373,-0.2579132,-0.27120495,-0.028964661,0.07310785,0.015223835,0.094553515,0.5908046,0.6707543,0.14947727,-0.1351349,-0.15405704,0.07327076,-0.24620244,-0.07596758,0.00252169,0.05727333,0.5261747,0.2107448,-0.09416061,0.23382314,0.32204893,-0.79729253,-0.6296853,-0.2523731,-0.4214778,-0.84347945,-0.13615254,0.42060354,0.05349856,0.22835779,0.41654438,0.052696362,-0.5209049,-0.009364754,0.26777086,-0.50059956,0.32095146,-0.2115928,-0.49139118
51,-0.27868974,0.08946164,-0.20028089,-0.30393425,-0.38095552,-0.177794,0.82899004,0.34593254,-0.26147807,0.3034702,-0.29002896,-0.23874345,-0.35292765,-0.060146637,0.066416696,-0.048903447,0.13207792,0.6244724,0.7575023,0.061318718,-0.08379079,-0.22650376,0.06231691,-0.13726474,-0.09952372,0.06883982,0.039223798,0.5867484,0.23846886,-0.06540694,0.1475483,0.35183188,-1.4082302,-0.7598274,-0.29585677,-0.5076799,-0.90713376,-0.12733582,0.42449072,-0.024118833,0.31834728,0.36708927,0.11952342,-0.56522954,-0.01255025,0.21097897,-0.45086402,0.351459,-0.11969585,-0.5115219
283,0.093042254,-0.10201695,0.013317846,0.0813694,0.07162803,-0.0049860217,-0.189989,-0.050990984,0.006395392,-0.10665946,0.044986747,0.055434205,0.111947745,0.016641513,-0.06769858,0.068496525,-0.078025,-0.16735965,-0.22713763,0.04656539,-0.011216737,0.08344057,0.01720231,0.00567114,0.056054354,0.0371339,-0.008053236,-0.13294114,-0.07520093,0.025011308,0.018730082,-0.079326786,-1.0341963,0.25749862,0.060960907,0.24757436,0.21981081,0.0004085973,-0.1236398,0.05353872,-0.10696432,-0.07739481,-0.007254474,0.14565657,-0.003332734,-0.00681445,0.08342916,-0.11883761,0.063071884,0.13275036
416,-0.0030624196,-0.010947712,-0.011472523,-0.019949213,-0.032108992,-0.038608115,0.043485194,0.028627947,-0.0348671,-0.019980323,-0.06004519,-0.008057348,-0.005231064,-0.008036189,-0.034499947,0.028127074,-0.01093781,0.0069707185,0.019635484,0.0111444425,-0.006459661,-0.006629307,0.018348537,0.02479044,0.015013948,0.06871559,-0.006712772,0.046580505,0.005721029,0.03457164,0.001024507,0.029326452,-1.4247026,-0.009182222,-0.021389745,0.06162449,-0.037311308,-0.010081179,-0.010205127,0.007420063,0.0035870336,-0.012932353,0.028989948,-0.009198837,-0.0029693097,0.014074929,0.006490074,-0.009376062,0.0617048,-0.0051804744
